Tagged EN,ukr_reference
<female> The teacher says I'm a smart kid.,"Вчитель каже, що я розумна дитина."
<female> The teacher scolded the student for no reason.,Вчитель безпідставно насварив студентів.
<female> The teacher skipped the exercise on page 21.,Учитель проминув вправу на сторінці 21.
<female> The teacher split the students into groups.,Вчитель розбив студентів на групи.
<female> The teacher teaches the students.,Вчитель навчає учнів.
<female> The teacher told me to stand up.,Учитель сказав мені встати.
<female> The teacher told the kids to be quiet.,Учитель сказав дітям зберігати тишу.
<female> The teacher told us a funny story.,Вчитель розповів нам кумедну історію.
<female> The teacher took notice of the student's mistake.,Викладач звернув увагу на помилку студента.
<female> The teacher was so mean.,Учитель був дуже немилий.
<female> The teacher was surrounded by her students.,Вчителя оточили його студенти.
<female> The teacher was very angry.,Вчитель був дуже злий.
<female> The teacher welcomed the pupils.,Учитель привітав учнів.
<female> The teacher will call us when he's ready.,"Учитель покличе нас, коли буде готовий."
<female> The teacher works in a high school.,Вчитель працює у старшій школі.
<female> The teacher wrote something on the blackboard in a language I didn't know.,"Вчитель написав щось на дошці мовою, якої я не знаю."
<neutral> The workers don't have helmets.,Робітники не мають касок.
<neutral> The workers have no incentive to work harder.,"У робітників немає стимулів, щоб працювати наполегливіше."
<neutral> The workers united to solve the problem.,Робітники об'єдналися для вирішення проблеми.
<neutral> They appointed Jim manager.,Вони призначили Джима керівником.
<neutral> They appointed Jim manager.,Вони призначили Джима тренером.
<neutral> They are a programmer.,Він програміст.
<neutral> They are a programmer.,Він чи вона - програміст.
<neutral> They are a programmer.,Вона програміст.
<neutral> They are a programmer.,Ця особа — програміст.
<neutral> They are both good teachers.,Вони обидва добрі вчителі.
<neutral> They are doctors.,Вони лікарі.
<neutral> They are teachers.,Вони вчителі.
<neutral> They need a lawyer.,Їм потрібен адвокат.
<male> The young engineer lacked experience.,Молодому інженеру бракувало досвіду.
<male> The young engineer was deficient in experience.,Молодому інженеру не вистачало досвіду.
<neutral> They're doctors.,Вони лікарі.
<neutral> They're teachers.,Вони вчителі.
<neutral> They said they didn't need a lawyer.,"Вони сказали, що не потребують адвоката."
"<neutral> This accident has nothing to do with me, officer.","Цей нещасний випадок не має до мене жодного відношення, офіцере."
<male> This engineer may be your new love.,Цей інженер може бути твоїм новим коханням.
<female> This is a letter from my old teacher.,Це лист від мого колишнього вчителя.
<neutral> This is the doctor whom I spoke of last night.,"Це лікар, з яким я розмовляв минулого вечора."
<female> This man is my teacher.,Цей чоловік — мій учитель.
<neutral> This used to be a bakery.,Це колись була пекарня.
<female> Tom advised Mary to talk to a lawyer.,Том порадив Мері поговорити з адвокатом.
<male> Tom and his husband like chemistry.,Том і його чоловік люблять хімію.
<neutral> Tom and I are both teachers.,Ми з Томом обидва вчителі.
<female> Tom and Mary are both carpenters.,"І Том, І Мері — теслі."
<female> Tom and Mary are both therapists.,Том та Мері обоє терапевти.
<female> Tom and Mary are going to need a lawyer.,Тому та Мері буде потрібний адвокат.
<female> Tom and Mary are teachers.,Том та Мері – вчителі.
<female> Tom and Mary wanted to call their lawyers.,Том із Мері хотіли заталефонувати своїм адвокатам.
<female> Tom asked the doctor about Mary.,Том спитав доктора про Мері.
<neutral> Tom became a doctor.,Том став лікарем.
<male> Tom became an engineer.,Том став інженером.
<male> Tom didn't give the police officer his real name.,Том не сказав поліції свого справжнього імені.
<female> Tom didn't know who his French teacher was going to be.,"Том не знав, хто буде його вчитель французької."
<neutral> Tom didn't want to be a doctor.,Том не хотів бути лікарем.
<neutral> Tom didn't want to be a lawyer.,Том не хотів бути адвокатом.
<neutral> Tom didn't want to be a surgeon.,Том не хотів бути хірургом.
<female> Tom didn't want to be a teacher.,Том не хотів бути викладачем.
<female> Tom didn't want to be a teacher.,Том не хотів бути вчителем.
<neutral> Tom didn't want to go to the doctor.,Том не хотів до лікаря.
<neutral> Tom didn't want to go to the doctor.,Том не хотів іти до лікаря.
<neutral> Tom doesn't want to be a doctor.,Том не хоче бути лікарем.
<neutral> Tom doesn't want to be a janitor anymore.,Том більше не хоче бути прибиральником.
<neutral> Tom doesn't want to be a surgeon.,Том не хоче бути хірургом.
<female> Tom doesn't want to be a teacher.,Том не хоче бути вчителем.
<neutral> Tom dressed up as a doctor.,Том переодягнувся у лікаря.
<female> Tom had a good teacher.,Том мав доброго вчителя.
<female> Tom had a good teacher.,У Тома був добрий учитель.
<female> Tom had an affair with a nurse while staying in hospital.,Том мав роман з медсестрою під час свого перебування у лікарні.
<female> Tom has a daughter who's a teacher.,"Том має доньку, яка працює вчителькою."
<female> Tom has a daughter who's a teacher.,"У Тома є дочка, яка працює вчителькою."
<neutral> Tom has a lawyer.,Том має адвоката.
<neutral> Tom has a lawyer.,У Тома є адвокат.
<neutral> Tom has been looking for another lawyer.,Том шукає іншого адвоката.
<female> Tom has decided not to become a teacher.,Том вирішив не ставати вчителем.
<female> Tom hated his French teacher.,Том ненавидів свого учителя французької.
<female> Tom hated his French teacher.,Том ненавидів свою учительку французької.
<male> Tom hoped that the doctors would tell him that he didn't need the surgery after all.,"Том сподівався, що лікарі йому скажуть, що, незважаючи ні на що, йому не потрібна операція."
<neutral> Tom hopes to become a famous painter.,Том сподівається стати знаменитим художником.
<neutral> Tom injured a co-worker.,Том поранив колегу.
<male> Tom is a car mechanic.,Том — автомеханік.
<male> Tom is a carpenter and so am I.,"Том тесля, і я також."
<neutral> Tom is a chef.,Том кухар.
<male> Tom is a doctor like his father.,"Том лікар, як його батько."
<neutral> Tom is a doctor.,Том - лікар.
<neutral> Tom is a doctor.,Том лікар.
<neutral> Tom is a former firefighter.,Том — колишній пожежник.
<female> Tom is a French teacher and so is Mary.,"Том — викладач французької, і Мері також."
<female> Tom is a French teacher in Boston.,Том — викладач французької у Бостоні.
<female> Tom is a French teacher in Boston.,Том — учитель французької у Бостоні.
<female> Tom is a French teacher.,Том — викладач французької.
<female> Tom is a French teacher.,Том — вчитель французької.
<neutral> Tom is a general practitioner.,Том — лікар-терапевт.
<neutral> Tom is a general practitioner.,Том терапевт.
<neutral> Tom is a gifted painter.,Том талановитий художник.
<male> Tom is a good carpenter.,Том — добрий тесляр.
<neutral> Tom is a good painter.,Том — добрий художник.
<female> Tom is a good teacher.,Том добрий викладач.
<female> Tom is a good teacher.,Том добрий учитель.
<neutral> Tom is a good worker.,Том чудовий працівник.
<female> Tom is a great teacher.,Том — чудовий учитель.
<female> Tom is a guitar teacher.,Том викладач гри на гитарі.
"<female> Tom is a gym teacher, isn't he?","Том інструктор у спортзалі, так?"
<female> Tom is a hairdresser.,Том — перукар.
<female> Tom is a history teacher.,Том — викладач історії.
<neutral> Tom is a lawyer.,Том — адвокат.
<male> Tom is a mechanic.,Том — механік.
<neutral> Tom is a mediocre painter.,Том — посередній художник.
<neutral> Tom is an accountant.,Том бухгалтер.
"<neutral> Tom is an architect, right?","Том архітектор, так?"
<neutral> Tom is an architect.,Том — архітектор.
<male> Tom is an electrical engineer.,Том — інженер-електрик.
<female> Tom is an engineer and so is Mary.,"Том інженер, і Мері також."
<male> Tom is an engineer.,Том - інженер.
<male> Tom is an engineer.,Том інженер.
<neutral> Tom is an excellent lawyer.,Том - відмінний адвокат.
<neutral> Tom is an excellent lawyer.,Том - чудовий адвокат.
<male> Tom is an unemployed aeronautical engineer.,Том - безробітний інженер з повітроплавання.
<female> Tom is a piano teacher.,Том — учитель фортеп'яно.
<neutral> Tom is a planner.,Том планувальник.
<neutral> Tom is a plastic surgeon.,Том пластичний хірург.
<neutral> Tom is a political scientist.,Том політолог.
<neutral> Tom is a programmer.,Том — програміст.
<neutral> Tom is a psychologist.,Том — психолог.
<neutral> Tom is a psychotherapist.,Том — психотерапевт.
"<female> Tom is a really good teacher, isn't he?","Том дуже добрий учитель, чи не так?"
<neutral> Tom is a schoolteacher.,Том — шкільний учитель.
<neutral> Tom is a scientist.,Том — учений.
<female> Tom is a singing teacher.,Том — учитель співу.
<neutral> Tom is a skilled programmer.,Том досвідчений програміст.
<neutral> Tom is a social worker.,Том - соціальний працівник.
<neutral> Tom is a speech therapist.,Том — логопед.
<neutral> Tom is a surgeon.,Том хірург.
<neutral> Tom is a talented chef.,Том — талановитий шеф-кухар.
<female> Tom is a teacher and novelist.,Том учитель та романіст.
<female> Tom is a teacher at our son's school.,Том — викладач у школі нашого сина.
"<female> Tom is a teacher, isn't he?","Том - учитель, чи не так?"
"<female> Tom is a teacher, right?","Том викладач, чи не так?"
<male> Tom is a thirty-year-old carpenter.,Том — тридцятирічний тесляр.
<neutral> Tom is a very famous painter.,Том — дуже відомий художник.
<neutral> Tom is complaining to the manager.,Том скаржиться менеджеру.
<neutral> Tom is complaining to the manager.,Том скаржиться начальнику.
<female> Tom is going to become a teacher.,Том стане викладачем.
<female> Tom is going to become a teacher.,Том стане вчителем.
<neutral> Tom is going to be the instructor.,Том буде інструктором.
<neutral> Tom is Mary's immediate supervisor.,Том — безпосередній начальник Мері.
<female> Tom is Mary's teacher.,Том — учитель Мері.
<neutral> Tom is my doctor.,Том — мій лікар.
<neutral> Tom isn't a bartender.,Том не бармен.
<female> Tom isn't a hairdresser.,Том не перукар.
<neutral> Tom isn't a plumber.,Том не сантехнік.
<neutral> Tom isn't a student here. He's one of the teachers.,"Том тут не студент, він один з учителів."
<female> Tom isn't a teacher anymore.,Том більше не викладач.
<female> Tom isn't a teacher anymore.,Том більше не вчитель.
<male> Tom isn't a very good carpenter.,Том не дуже добрий тесляр.
<female> Tom isn't a very good teacher.,Том не дуже добре викладач.
<neutral> Tom isn't a veterinarian.,Том не ветеринар.
<neutral> Tom isn't our manager.,Том нам не начальник.
<neutral> Tom isn't our manager.,Том не наш начальник.
<female> Tom isn't the teacher.,Учитель — не Том.
<neutral> Tom is one of those managers who call you to tell you they've sent you an email.,"Том — один із тих керівників, які телефонують, щоб сказати, що вони відправили тобі імейл."
<female> Tom is our French teacher.,Том — наш учитель французької.
<female> Tom is our teacher.,Том — наш учитель.
<neutral> Tom is really a good lawyer.,Том дуже добрий адвокат.
<neutral> Tom is really a good worker.,Том дуже добрий працівник.
<neutral> Tom is studying to become a physician's assistant.,Том вчиться на помічника лікаря.
<female> Tom is such a good teacher.,Том такий добрий учитель.
<male> Tom is the lead engineer.,Том — провідний інженер.
<neutral> Tom is the team manager.,Том є менеджером команди.
<neutral> Tom is the team manager.,Том — тренер команди.
<neutral> Tom is too poor to hire a lawyer.,"Том занадто бідний для того, щоб найняти адвоката."
<female> Tom Jackson is our teacher.,Том Джексон — наш учитель.
<neutral> Tom lied to the police officers.,Том збрехав офіцерам поліції.
<neutral> Tom lied to the police officers.,Том сказав поліцейським неправду.
<male> Tom likes his teachers.,Тому подобаються його вчителі.
<neutral> Tom looks like an accountant.,Том схожий на бухгалтера.
<female> Tom looks like a teacher.,Том схожий на учителя.
<female> Tom made fun of the teacher.,Том насміхався на учителем.
<female> Tom married a nurse.,Том вийшов заміж за медбрата.
<female> Tom married a nurse.,Том одружився з медсестрою.
<female> Tom might be our new teacher.,Том може бути нашим новим викладачем.
<female> Tom might be our new teacher.,Том може бути нашим новим учителем.
<neutral> Tom needs a good lawyer.,Тому потрібний гарний адвокат.
<neutral> Tom needs a lawyer.,Том потребує адвоката.
<female> Tom needs a nurse more skilled than Mary.,"Тому потрібна доглядальниця більш кваліфікована, ніж Мері."
<neutral> Tom never wanted to be lawyer.,Том ніколи не хотів бути адвокатом.
<neutral> Tom now works as a bartender.,Том зараз працює барменом.
<neutral> Tom really looks like a doctor.,Тому дуже схожий на лікаря.
<neutral> Tom really needs to see a doctor.,Тому дуже потрібно потрапити на прийом до лікаря.
<neutral> Tom's a doctor.,Том - лікар.
<male> Tom's a good carpenter.,Том — добрий тесляр.
<female> Tom said he thought Mary was a teacher.,"Том сказав, що, на його думку, Мері — вчитель."
<female> Tom said he thought that Mary was a teacher.,"Том сказав, що, на його думку, Мері — вчитель."
<male> Tom said he wants to be an architect.,"Том сказав, що хоче бути архітектором."
<male> Tom said he would consult a lawyer.,"Том сказав, що порадиться з адвокатом."
<male> Tom said he would consult a lawyer.,"Том сказав, що порадиться з юристом."
<male> Tom said he would consult a lawyer.,"Том сказав, що проконсультується з адвокатом."
<male> Tom said he would consult a lawyer.,"Том сказав, що проконсультується з юристом."
<female> Tom said that he thought Mary was a teacher.,"Том сказав, що, на його думку, Мері — вчитель."
<female> Tom said that he thought that Mary was a teacher.,"Том сказав, що, на його думку, Мері — вчитель."
<male> Tom said that he would consult a lawyer.,"Том сказав, що порадиться з адвокатом."
<male> Tom said that he would consult a lawyer.,"Том сказав, що порадиться з юристом."
<male> Tom said that he would consult a lawyer.,"Том сказав, що проконсультується з адвокатом."
<male> Tom said that he would consult a lawyer.,"Том сказав, що проконсультується з юристом."
<neutral> Tom's a mediocre painter.,Том такенький собі муляр.
"<female> Tom's a teacher, right?","Том - учитель, чи не так?"
<neutral> Tom saw a doctor.,Том був у лікаря.
<neutral> Tom says he's spoken with the manager.,"Том каже, що поговорив з керівником."
<female> Tom says he wants to be a teacher.,"Том каже, що хоче бути вчителем."
<male> Tom's brother is a plumber.,Брат Тома — сантехнік.
<male> Tom's doctor advised him to exercise.,Лікар Тому порадив йому робити зарядку.
<female> Tom seems to be a very good teacher.,"Том, здається, дуже добрий учитель."
<female> Tom's father was a teacher.,Батько Тома був учителем.
<neutral> Tom's goal is to become a celebrity chef.,Мета Тома — стати знаменитим шеф-кухарем.
<neutral> Tom should go see a doctor.,Том повинен йти до лікаря.
<male> Tom should talk to his lawyer.,Том має поговорити зі своїм адвокатом.
<neutral> Tom should've hired a lawyer.,Тому варто було найняти адвоката.
<male> Tom's lawyers say he was framed.,"Адвокати Тома кажуть, що його підставили."
<neutral> Tom's parents are teachers.,Батьки Тома — вчителі.
<neutral> Tom's parents were both teachers.,Батьки Тома були вчителями.
<neutral> Tom's parents were doctors.,Батьки Тома були лікарями
<neutral> Tom's parents were lawyers.,Батьки Тома були адвокатами.
<neutral> Tom's parents were teachers.,Батьки Тома були вчителями.
<male> Tom speaks French to his teachers.,Том говорить французькою зі своїми вчителями.
<female> Tom stayed after class to talk to the teacher.,"Том залишився після занять, щоб поговорити з учителем."
<female> Tom's teacher asked him to read the poem he'd written to the class.,"Вчитель Тома попросив його прочитати вірша, якого він написав, перед класом."
<female> Tom's wife is a lawyer.,Дружина Тома — адвокат.
<female> Tom's wife is a lawyer.,Жінка Тома — адвокат.
<female> Tom's wife is also a scientist.,Дружина Тома також науковець.
<female> Tom's wife is also a scientist.,Жінка Тома також учена.
<female> Tom's wife is a teacher.,Дружина Тома — викладач.
<male> Tom's youngest son wants to be a veterinarian.,Молодший син Тома хоче стати ветеринаром.
<female> Tom thinks he's the best French teacher here.,"Том вважає, що він тут найкращий викладач французької."
<female> Tom told me his father was a teacher.,"Том сказав мені, що його батько — учитель."
<neutral> Tom told me that he'd like to become a doctor.,"Том сказав мені, що він хотів би стати лікарем."
<female> Tom told me that his father was a teacher.,"Том сказав мені, що його батько — учитель."
<neutral> Tom used to be a janitor.,Том колись був двірником.
<neutral> Tom used to be a janitor.,Том колись був прибиральником.
<neutral> Tom used to be a lawyer.,Том колись був адвокатом.
<neutral> Tom wanted to be a firefighter.,Том хотів бути пожежником.
<neutral> Tom wanted to be a firefighter.,Том хотів стати пожежником.
<male> Tom wanted to be a mechanic.,Том хотів стати механіком.
<female> Tom wanted to be a teacher.,Том хотів бути вчителем.
<neutral> Tom wanted to become a surgeon.,Том хотів стати хірургом.
<male> Tom wanted to talk to his lawyer.,Том хотів поговорити зі своїм адвокатом.
<neutral> Tom wants to be a computer programmer.,Том хоче бути програмістом.
<neutral> Tom wants to be a doctor.,Том хоче бути лікарем.
<neutral> Tom wants to be a doctor.,Том хоче стати лікарем.
<female> Tom wants to be a French teacher.,Том хоче бути викладачем французької.
<female> Tom wants to be a French teacher.,Том хоче стати викладачем французької.
<neutral> Tom wants to be a lawyer.,Том хоче бути адвокатом.
<neutral> Tom wants to be a lawyer.,Том хоче стати адвокатом.
<neutral> Tom wants to become a pharmacist.,Том хоче стати аптекарем.
<neutral> Tom was a lawyer.,Том був адвокатом.
<neutral> Tom was a pharmacist.,Том був аптекарем.
<female> Tom was Mary's teacher.,Том був учителем Мері.
<female> Tom was my first piano teacher.,Том був моїм першим викладачем гри на піаніно.
<female> Tom wasn't just a teacher.,Том не був лише вчителем.
<female> Tom went with Mary to see a doctor.,Том пішов з Мері до лікаря.
<neutral> Tom will be a doctor.,Том буде лікарем.
<neutral> Tom will be a good doctor.,Том буде добрим лікарем.
<female> Tom will be a good teacher.,Том буде добрим учителем.
<female> Tom will be a teacher.,Том буде викладачем.
<female> Tom will be a teacher.,Том буде учителем.
<female> Tom will become a teacher.,Том стане викладачем.
<female> Tom will become a teacher.,Том стане вчителем.
<neutral> Tom wishes to become a doctor.,Том бажає стати лікарем.
<neutral> Tom wishes to become a doctor.,Том хоче стати лікарем.
<female> Tom worked as a teacher and journalist.,Том працював вчителем і журналістом.
<female> Tom worked as a teacher in Boston for a few years.,Том кілька років працював учителем в Бостоні.
<neutral> Tom works as an architect.,Том працює архіртектором.
<neutral> Tom works as an electrician.,Том працює електриком.
<female> Tom would be a good teacher.,Том був би хорошим учителем.
<male> Turner stands out among the painters of his time.,Тернер виділяється серед художників його часів.
<neutral> Two nurses attended to the patient.,Про пацієнта турбувались дві медсестри.
"<neutral> Unfortunately, my teachers are not the worst ones.","На жаль, мої вчителі - це ще не найгірший випадок."
<neutral> Wages vary in relation to the age of the worker.,Заробіток коливається в залежності від віку працівника.
<female> We all chipped in to buy our teacher a birthday present.,Ми всі скинулися на подарунок на день народження вчителеві.
<female> We appealed to our teacher to go more slowly.,Ми попрохали нашого вчителья йти повільніше.
<neutral> We are doctors.,Ми - лікарі.
<neutral> We are looking for engineers.,Ми шукаємо інженерів.
<neutral> We are teachers.,Ми викладачі.
"<female> We asked our teacher: ""Can we come to your wedding?""","Ми запитали нашого вчителя: ""Ми можемо прийти на ваше весілля?"""
<neutral> Welcome to the world of chemistry.,Ласкаво просимо до світу хімії.
<neutral> We'll find you another lawyer.,Ми знайдемо вам іншого адвоката.
<neutral> We'll find you another lawyer.,Ми знайдемо тобі іншого адвоката.
<neutral> We need more doctors like you.,"Нам потрібно більше таких лікарів, як ви."
<neutral> We need more doctors like you.,"Нам потрібно більше таких лікарів, як ти."
<neutral> We need more workers.,Нам потрібно більше працівників.
<male> We now have more lawyers than honest men.,"Зараз в нас більше юристів, ніж чесних людей."
<neutral> We're all teachers.,Ми всі викладачі.
<neutral> We're all teachers.,Ми всі учителі.
<neutral> We're doctors.,Ми - лікарі.
<neutral> We're looking for a lawyer.,Ми шукаємо адвоката.
<neutral> We're teachers.,Ми викладачі.
<neutral> We should hire a lawyer.,Нам слід найняти адвоката.
<neutral> We've got to find a doctor.,Ми повинні знайти лікаря.
<neutral> What did the doctor do?,Що зробив лікар?
<neutral> What did the doctor say?,Що сказав лікар?
<neutral> What did the doctor tell you?,Що вам сказав лікар?
<neutral> What did the doctor tell you?,Що тобі сказав лікар?
<neutral> What did the specialist say?,Що сказав спеціаліст?
<neutral> What do teachers think?,Якої думки вчителі?
<neutral> What do you need a doctor for?,Навіщо вам лікар?
<neutral> What do you need a doctor for?,Навіщо тобі лікар?
<neutral> What'd the doctor say?,Що скав би лікар?
<neutral> What is the doctor doing?,Чим займається лікар?
<neutral> What is the doctor doing?,Що робить лікар?
<male> What made Bill decide to be an engineer?,Що примусило Біла вирішити стати інженером?
<female> What's her teacher's name?,Як звати її вчителя?
<female> What the teacher said got Mary to study harder.,"Те, що сказав учитель, спонукало Мері вчитися старанніше."
"<male> When he saw the police officer, he ran away.","Коли він побачив поліцейського, він втік."
"<neutral> When I grow up, I want to be a doctor.","Коли я виросту, я хочу бути лікарем."
"<female> When the teacher is very strict, the students must mind their P's and Q's.","Коли вчитель дуже суворий, учні повинні працювати з усієї сили."
<neutral> Where is a doctor?,Де лікар?
<neutral> Where's the bakery?,Де пекарня?
<neutral> Where's the doctor?,Де лікар?
<female> Where's the teacher?,Де вчитель?
<female> Who is their homeroom teacher?,Хто іхній класний керівник?
<female> Who is their homeroom teacher?,Хто їхній класний керівник?
<neutral> Who is the manager?,Хто керівник?
<female> Who is your Chinese teacher?,Хто твоя вчителька китайської?
<female> Who is your English teacher?,Хто ваш викладач англійської?
<female> Who is your English teacher?,Хто ваш учитель англійської?
<female> Who is your English teacher?,Хто твій викладач англійської?
<female> Who is your English teacher?,Хто твій учитель англійської?
<neutral> Who is your lawyer?,Хто твій адвокат?
<female> Who is your teacher?,Хто ваш вчитель?
<female> Who is your teacher?,Хто твій вчитель?
<neutral> Who's the manager?,Хто керівник?
<female> Who's Tom's French teacher?,Хто вчитель французької Тома?
<female> Who's your favorite teacher?,Хто ваш улюблений учитель?
<female> Who's your favorite teacher?,Хто твій улюблений учитель?
<female> Who's your French teacher?,Хто ваш викладач французької?
<female> Who's your French teacher?,Хто ваш учитель французької?
<female> Who's your French teacher?,Хто твій викладач французької?
<female> Who's your French teacher?,Хто твій учитель французької?
<neutral> Who's your lawyer?,Хто ваш адвокат?
<neutral> Who's your lawyer?,Хто твій адвокат?
<female> Who's your teacher?,Хто ваш вчитель?
<female> Who's your teacher?,Хто твій вчитель?
<female> Who was your favorite teacher in high school?,Хто був твоїм улюбленим учителем у старших класах?
<neutral> Why are chefs bald?,Чому шеф-кухарі лисі?
<female> Why did she want to become a teacher?,Чому вона захотіла стати учителем?
<female> Why did she want to become a teacher?,Чому вона хотіла стати учителем?
<neutral> Why do you want to be a doctor?,Чому ви хочете бути лікарем?
<neutral> Why do you want to be a doctor?,Чому ти хочеш бути лікарем?
<female> Why do you want to be a nurse?,Чому ви хочете бути медбратом?
<female> Why do you want to be a nurse?,Чому ви хочеш бути медсестрою?
<female> Why do you want to be a nurse?,Чому ти хочеш бути медбратом?
<female> Why do you want to be a nurse?,Чому ти хочеш бути медсестрою?
<female> Why do you want to become a nurse?,Чому ви хочете стати медбратом?
<female> Why do you want to become a nurse?,Чому ви хочете стати медсестрою?
<female> Why do you want to become a nurse?,Чому ти хочеш стати медбратом?
<female> Why do you want to become a nurse?,Чому ти хочеш стати медсестрою?
<female> Why not talk it over with your teacher?,Чому б не обговорити це з твоїм учителем?
<neutral> Workers made loud demands for higher wages.,Працівники голосно вимагали вищої зарплатні.
"<neutral> Workers of the world, unite!","Пролетарі всіх країн, єднайтеся!"
"<neutral> Yikes, and he's your doctor?","О боже, і він твій лікар?"
"<neutral> Yikes, and he's your doctor?","О боже, і це твій лікар?"
<neutral> You are a doctor.,Ви лікар.
<neutral> You are a doctor.,Ти лікар.
<female> You are a teacher.,Ви викладач.
<female> You are a teacher.,Ти викладач.
<female> You are a teacher.,Ти вчитель.
<neutral> You are doctors.,Ви лікарі.
<female> You are my secretary.,Ви мій секретар.
<female> You are my secretary.,Ви моя секретарка.
<female> You are my secretary.,Ти мій секретар.
<female> You are my secretary.,Ти моя секретарка.
<neutral> You are not a doctor.,Ви не лікар.
<neutral> You are not a doctor.,Ти не лікар.
"<neutral> You aren't a doctor, are you?",Ви ж не лікар?
"<neutral> You aren't a doctor, are you?","Ви не лікар, чи не так?"
"<neutral> You aren't a doctor, are you?",Ти ж не лікар?
"<neutral> You aren't a doctor, are you?","Ти не лікар, чи не так?"
<neutral> You can't be a doctor.,"Не може бути, щоб ти був лікарем."
<neutral> You can't be a doctor.,Ти не зможеш стати лікарем.
<neutral> You can't be serious! He's no more a doctor than I am.,"Жартуєш! Він такий самий лікар, як і я!"
<neutral> You'd better consult the doctor.,Краще проконсультуйся у лікаря.
<neutral> You'd better consult the doctor.,Краще проконсультуйтеся у лікаря.
<neutral> You'd better consult your doctor.,Тобі б краще проконсультуватися із лікарем.
<neutral> You look pale. Shall I call the doctor?,Ти бліда. Може викликати лікаря?
<female> You must be an extraordinary teacher.,Ти мусиш бути надзвичайним учителем.
<neutral> You need a doctor.,Вам потрібен лікар.
<neutral> You need a doctor.,Тобі потрібен лікар.
<neutral> You need to hire an criminal defense lawyer.,Тобі потрібен адвокат у кримінальних справах.
<female> You need to pay more attention to teacher.,Ти повинен приділяти учителю більше уваги.
<neutral> Your doctor says you're going to be OK.,"Ваш лікар каже, що все буде добре."
<neutral> Your doctor says you're going to be OK.,"Твій лікар каже, що все буде добре."
<neutral> Your doctor says you're going to be OK.,"Твій лікар каже, що у тебе все буде добре."
"<neutral> You're a bartender, aren't you?",Ти ж бармен?
"<neutral> You're a construction worker, aren't you?",Ти ж будівельник?
"<neutral> You're a doctor, right?","Ти лікар, так?"
<neutral> You're a doctor.,Ви лікар.
<neutral> You're a doctor.,Ти лікар.
"<neutral> You're a pharmacist, aren't you?","Ви аптекар, так?"
"<neutral> You're a pharmacist, aren't you?","Ти аптекар, так?"
<female> You're a teacher.,Ви викладач.
<female> You're a teacher.,Ти викладач.
<neutral> You're no doctor.,Ви не лікар.
<neutral> You're no doctor.,Ти не лікар.
<neutral> You're not a doctor.,Ви не лікар.
<neutral> You're really a hard worker.,Ви дуже добрий працівник.
<neutral> You're really a hard worker.,Ти дуже добрий працівник.
<neutral> You're the doctor.,Ви лікар.
<neutral> You're the doctor.,Ти лікар.
"<female> You're the new secretary, aren't you?","Ви новий секретар, чи не так?"
<neutral> You're the teacher's pet.,Ти учительська улюбленичка.
<neutral> You're the teacher's pet.,Ти учительський улюбленичек.
<female> You're the teacher.,Ви вчитель.
<female> You're the teacher.,Вчитель — це ви.
<female> You're the teacher.,Ти вчитель.
<female> Your teacher has obviously no manners.,"Ваш учитель, очевидно, не вміє себе поводити."
<neutral> You said you were a doctor.,"Ви сказали, що ви лікар."
<neutral> You said you were a doctor.,"Ти сказав, що ти лікар."
<neutral> You said you were a doctor.,"Ти сказала, що ти лікар."
<neutral> You should call for a doctor.,Вам слід викликати лікаря.
<neutral> You should call for a doctor.,Тобі слід викликати лікаря.
<neutral> You should hire a lawyer.,Вам слід найняти адвоката.
<neutral> You should hire a lawyer.,Тобі слід найняти адвоката.
<female> You should listen to your teacher.,Тобі слід слухати вчителя.
<neutral> You should see a doctor.,Вам слід звернутися до лікаря.
<neutral> You should see a doctor.,Тобі слід звернутися до лікаря.
<female> You should talk to the teacher yourself.,Ти маєш поговорити з учителем сам.
<female> Yumi will become a teacher.,Юмі стане вчителем.
